Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Toulouse Matabiau,Montréjeau - Gourdan-Polignan ,TER,872729,11-03-2023,08:31:00,08:31:00,0,,"['Saint-Agne', 'Muret', 'Carbonne', 'Cazères-sur-Garonne', 'Boussens', 'Saint-Gaudens', 'Montréjeau - Gourdan-Polignan']"
Toulouse Matabiau,Ax-les-Thermes ,TER,871453,11-03-2023,08:47:00,08:47:00,0,,"['Saint-Agne', 'Portet - Saint-Simon', 'Pins-Justaret', 'Auterive', 'Cintegabelle', 'Saverdun', 'Le Vernet d\'Ariège"", \'links\': [], \'coord\': {\'lat\': \'43.189541\', \'lon\': \'1.611911\'}, \'label\': ""Le Vernet d\'Ariège (Le Vernet)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611350:Train\'', 'Pamiers', 'Varilhes', 'Saint-Jean-de-Verges', 'Foix', 'Tarascon-sur-Ariège', 'Les Cabannes', 'Luzenac - Garanou', 'Ax-les-Thermes']"
Toulouse Matabiau,Capdenac ,TER,871204,11-03-2023,08:57:00,08:57:00,0,,"['Saint-Sulpice', 'Lisle-sur-Tarn', 'Gaillac', 'Cordes - Vindrac', 'Lexos', 'Laguépie', 'Najac', 'Villefranche-de-Rouergue', 'Salles-Courbatiès', 'Capdenac']"
Toulouse Matabiau,Brive-la-Gaillarde ,TER,871606,11-03-2023,09:01:00,09:01:00,0,,"['Lacourtensourt', 'Saint-Jory', 'Castelnau-d\'Estrétefonds"", \'links\': [], \'coord\': {\'lat\': \'43.786195\', \'lon\': \'1.341821\'}, \'label\': ""Castelnau-d\'Estrétefonds (Castelnau-d\'Estrétefonds)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87611665:Train\'', 'Grisolles', 'Dieupentale', 'Montbartier', 'Montauban Ville Bourbon', 'Albias', 'Caussade', 'Lalbenque - Fontanes', 'Cahors', 'Gourdon', 'Souillac', 'Brive-la-Gaillarde']"
Toulouse Matabiau,Carmaux ,TER,870050,11-03-2023,09:17:00,09:17:00,0,,"['Gragnague', 'Montastruc-la-Conseillère', 'Saint-Sulpice', 'Rabastens - Coufouleux', 'Lisle-sur-Tarn', 'Gaillac', 'Tessonnières', 'Marssac-sur-Tarn', 'Albi-Ville', 'Albi Madeleine', 'Carmaux']"
Toulouse Matabiau,Port-Bou ,TER,86973,11-03-2023,09:17:00,09:17:00,0,,"['Labège - Innopole', 'Baziège', 'Villenouvelle', 'Villefranche-de-Lauragais', 'Avignonet', 'Castelnaudary', 'Bram', 'Carcassonne', 'Lézignan-Corbières', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Toulouse Matabiau,Bayonne ,Intercités,62011,11-03-2023,09:37:00,09:37:00,0,,"['Pau', 'Bayonne']"
Toulouse Matabiau,Boussens ,TER,872609,11-03-2023,09:42:00,09:42:00,0,,"['Saint-Agne', 'Portet - Saint-Simon', 'Muret', 'Le Fauga', 'Longages - Noé', 'Carbonne', 'Cazères-sur-Garonne', 'Martres-Tolosane', 'Boussens']"
Toulouse Matabiau,Bayonne ,Intercités,62001,11-03-2023,09:47:00,09:47:00,0,,"['Tarbes', 'Lourdes', 'Pau', 'Orthez', 'Bayonne']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4758,10-03-2023,11:12:00,11:07:00,5,Prise en charge de clients en correspondance,"['Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Marmande', 'Bordeaux Saint-Jean']"
Narbonne,Avignon Centre ,TER,876412,10-03-2023,11:23:00,11:13:00,10,Conditions météorologiques,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Avignon Centre,Port-Bou ,TER,86985,10-03-2023,12:52:00,12:52:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6034,10-03-2023,13:48:00,13:48:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Port-Bou ,TER,86987,10-03-2023,14:51:30,14:51:30,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4762,10-03-2023,15:06:00,15:06:00,0,,"['Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Agen', 'Bordeaux Saint-Jean']"
Narbonne,Marseille - Saint-Charles ,TER,876542,10-03-2023,15:36:30,15:36:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6206,10-03-2023,15:49:00,15:49:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Port-Bou ,TER,86989,10-03-2023,16:53:00,16:53:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4661,10-03-2023,16:56:00,16:56:00,0,,"['Nîmes Centre', 'Arles', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86992,10-03-2023,17:13:00,17:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Montpellier Saint-Roch,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6036,10-03-2023,17:51:00,17:51:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Cerbère ,TER,876427,10-03-2023,18:55:00,18:55:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4663,10-03-2023,18:58:00,18:58:00,0,,"['Nîmes Centre', 'Marseille - Saint-Charles']"
Port-Bou,Avignon Centre ,TER,86994,10-03-2023,19:12:00,19:12:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Bordeaux Saint-Jean,Marseille - Saint-Charles ,Intercités,4665,10-03-2023,20:55:00,20:55:00,0,,"['Nîmes Centre', 'Marseille - Saint-Charles']"
Nîmes Centre,Toulouse Matabiau ,TER,876205,11-03-2023,06:13:30,06:13:30,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Narbonne,Marseille - Saint-Charles ,TER,876532,11-03-2023,06:37:30,06:37:30,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Narbonne,Avignon Centre ,TER,876304,11-03-2023,07:37:00,07:37:00,0,,"['Baillargues', 'Lunel', 'Gallargues', 'Vergèze - Codognan', 'Uchaud', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Montpellier Saint-Roch,Narbonne ,TER,876405,11-03-2023,07:51:00,07:51:00,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Narbonne,Avignon Centre ,TER,876404,11-03-2023,08:12:00,08:12:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Perpignan,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6202,11-03-2023,08:48:00,08:48:00,0,,"['Nîmes Centre', 'Valence TGV Rhône-Alpes Sud', 'Paris - Gare de Lyon - Hall 1 & 2']"
Avignon Centre,Perpignan ,TER,876407,11-03-2023,08:53:30,08:53:30,0,,"['Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan']"
Narbonne,Marseille - Saint-Charles ,TER,876538,11-03-2023,09:13:00,09:13:00,0,,"['Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Nîmes Centre,Sète ,TER,876343,11-03-2023,09:23:00,09:23:00,0,,"['Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Nancy,Paris Est ,TGV INOUI,2536,10-03-2023,10:11:00,10:11:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Mirecourt ,TER,35147,10-03-2023,10:30:00,10:30:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Vittel ,TER,35123,10-03-2023,10:35:00,10:35:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Metz Ville ,TER,837533,10-03-2023,11:20:00,11:20:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Luxembourg ,TER,88509,10-03-2023,11:28:00,11:28:00,0,,"['Frouard', 'Pompey', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Nancy,Mirecourt ,TER,35009,10-03-2023,11:30:00,11:30:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Vittel ,TER,35125,10-03-2023,12:20:00,12:20:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Longwy ,TER,429069,10-03-2023,12:39:00,12:39:00,0,,"['Pont-à-Mousson', 'Onville', 'Conflans - Jarny', 'Baroncourt', 'Longuyon', 'Longwy']"
Nancy,Paris Est ,TGV INOUI,2540,10-03-2023,12:55:00,12:55:00,0,,"['Meuse TGV', 'Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Mirecourt ,TER,35011,10-03-2023,13:00:00,13:00:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Verdun ,TER,429401,10-03-2023,14:02:00,14:02:00,0,,['Verdun']
Nancy,Neufchâteau ,TER,35252,10-03-2023,14:10:00,14:10:00,0,,"['Colombey-les-Belles Mairie', 'Autreville Centre', 'Martigny-Les-Gerbonvaux Centre', 'Soulosse Route Nationale', 'Neufchâteau Hôpital', 'Neufchâteau']"
Nancy,Mirecourt ,TER,35149,10-03-2023,14:15:00,14:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Vittel ,TER,35127,10-03-2023,14:15:00,14:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Lunéville ,TER,835085,10-03-2023,14:31:00,14:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Nancy,Luxembourg ,TER,88515,10-03-2023,14:50:00,14:50:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville', 'Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Nancy,Lunéville ,TER,835087,10-03-2023,15:31:00,15:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Nancy,Paris Est ,TGV INOUI,2544,10-03-2023,16:11:00,16:11:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Vittel ,TER,35135,10-03-2023,16:15:00,16:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Damblain Eglise ,TER,35013,10-03-2023,16:15:00,16:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', '', 'Mirecourt', 'Mirecourt Lycée Agricole', 'Mattaincourt La Poste', 'Hymont Mairie', 'Vittel', 'Contrexéville', 'Martigny-les-Bains', 'Lamarche Centre', 'Lamarche', 'Rozières-sur-Mouzon', 'Damblain Eglise']"
Nancy,Pont-Saint-Vincent ,TER,836225,10-03-2023,16:19:00,16:19:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Nancy,Luxembourg ,TER,88576,10-03-2023,16:26:00,16:26:00,0,,"['Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Lunéville,Bar-le-Duc ,TER,833608,10-03-2023,16:34:30,16:34:30,0,,"['Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Nancy,Metz Ville ,TER,837555,10-03-2023,16:50:00,16:50:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Nancy,Lunéville ,TER,835091,10-03-2023,16:59:00,16:59:00,0,,"['Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Lunéville']"
Nancy,Mirecourt ,TER,35151,10-03-2023,17:15:00,17:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Vittel ,TER,35137,10-03-2023,17:15:00,17:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Pont-Saint-Vincent ,TER,836229,10-03-2023,17:31:00,17:31:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Commercy,Lunéville ,TER,833615,10-03-2023,17:31:00,17:31:00,0,,"['Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Nancy,Mirecourt ,TER,35021,10-03-2023,18:10:00,18:10:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Tantonville Ligneville', 'Praye-sous-Vaudemont PN', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Vittel ,TER,35143,10-03-2023,18:15:00,18:15:00,0,,"['Contrexéville', 'Vittel']"
Nancy,Metz Ville ,TER,837575,10-03-2023,18:58:00,18:58:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Neufchâteau ,TER,35254,10-03-2023,19:15:00,19:15:00,0,,"['Toul', 'Colombey-les-Belles Mairie', 'Autreville Centre', 'Martigny-Les-Gerbonvaux Centre', 'Soulosse Route Nationale', 'Neufchâteau Hôpital', 'Neufchâteau']"
Nancy,Mirecourt ,TER,35023,10-03-2023,19:15:00,19:15:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Tantonville Ligneville', 'Praye-sous-Vaudemont PN', 'Diarville - Place du Docteur Midon', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Neufchâteau ,TER,35258,10-03-2023,19:58:00,19:58:00,0,,"['Toul', 'Colombey-les-Belles Mairie', 'Autreville Centre', 'Martigny-Les-Gerbonvaux Centre', 'Soulosse Route Nationale', 'Neufchâteau Hôpital', 'Neufchâteau']"
Nancy,Contrexéville ,TER,35025,10-03-2023,20:00:00,20:00:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt', 'Vittel', 'Contrexéville']"
Nancy,Paris Est ,TGV INOUI,2552,10-03-2023,20:14:00,20:14:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Metz Ville ,TER,429587,10-03-2023,20:28:00,20:28:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Pont-Saint-Vincent ,TER,429239,10-03-2023,20:52:00,20:52:00,0,,"['Jarville-la-Malgrange', 'Houdemont', 'Ludres', 'Messein', 'Neuves-Maisons', 'Pont-Saint-Vincent']"
Paris Est,Strasbourg ,TGV INOUI,2583,10-03-2023,21:24:00,21:24:00,0,,"['Sarrebourg', 'Saverne', 'Strasbourg']"
Nancy,Metz Ville ,TER,429095,10-03-2023,22:37:00,22:37:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Lorraine TGV ,SNCF,68160,11-03-2023,05:43:00,05:43:00,0,,['Lorraine TGV']
Nancy,Metz Ville ,TER,837601,11-03-2023,06:28:00,06:28:00,0,,"['Frouard', 'Pompey', 'Belleville', 'Dieulouard', 'Pont-à-Mousson', 'Vandières', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Lorraine TGV ,SNCF,68164,11-03-2023,07:19:00,07:19:00,0,,['Lorraine TGV']
Nancy,Metz Ville ,TER,837603,11-03-2023,07:29:00,07:29:00,0,,"['Champigneulles', 'Frouard', 'Pompey', 'Marbache', 'Dieulouard', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Novéant-sur-Moselle', 'Ancy-sur-Moselle', 'Ars-sur-Moselle', 'Metz Ville']"
Nancy,Bettembourg ,TER,88571,11-03-2023,07:48:00,07:48:00,0,,"['Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville', 'Hagondange', 'Uckange', 'Thionville', 'Bettembourg']"
Nancy,Mirecourt ,TER,35005,11-03-2023,08:10:00,08:10:00,0,,"['Ceintrey Eglise', 'Vézelise Beauregard', 'Poussay Rue de Mirecourt', '', 'Mirecourt']"
Nancy,Strasbourg ,TER,835053,11-03-2023,08:13:00,08:13:00,0,,"['Lunéville', 'Igney - Avricourt', 'Sarrebourg', 'Saverne', 'Brumath', 'Strasbourg']"
Saint-Dié-des-Vosges,Paris Est ,TGV INOUI,2596,11-03-2023,08:16:00,08:16:00,0,,['Paris Est']
Nancy,Vittel ,TER,35121,11-03-2023,08:55:00,08:55:00,0,,"['Contrexéville', 'Vittel']"
Strasbourg,Bar-le-Duc ,TER,839164,11-03-2023,09:03:00,09:03:00,0,,"['Toul', 'Commercy', 'Bar-le-Duc']"
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6340,10-03-2023,11:52:00,11:52:00,0,,['Paris - Gare de Lyon - Hall 1 & 2']
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6920,10-03-2023,14:46:00,14:46:00,0,,"['Lyon Saint-Exupéry TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Grenoble,Genève - Cornavin - CFF ,TER,96605,11-03-2023,06:58:00,06:58:00,0,,"['Grenoble Universités - Gières', 'Chambéry - Challes-les-Eaux', 'Aix-les-Bains - Le Revard', 'Seyssel - Corbonod', 'Bellegarde-sur-Valserine Gare', 'Genève - Cornavin - CFF']"
Grenoble,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6908,11-03-2023,09:47:00,09:47:00,0,,"['Lyon Saint-Exupéry TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Grenoble,Chambéry - Challes-les-Eaux ,TER,883761,11-03-2023,10:05:00,10:05:00,0,,"['Échirolles', 'Grenoble Universités - Gières', 'Lancey', 'Brignoud', 'Goncelin', 'Pontcharra sur Bréda - Allevard', 'Montmélian', 'Chambéry - Challes-les-Eaux']"
Metz Ville,Luxembourg ,TER,88730,10-03-2023,10:29:00,10:29:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Luxembourg (CFL),Nancy ,TER,88520,10-03-2023,10:33:00,10:33:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Verdun ,TER,429128,10-03-2023,10:38:00,10:38:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Hatrize', 'Conflans - Jarny', 'Étain', 'Verdun']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2864,10-03-2023,11:08:30,11:08:30,0,,['Paris Est']
Metz Ville,Nancy ,TER,837536,10-03-2023,11:28:00,11:28:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Paris Est,Luxembourg ,TGV INOUI,2815,10-03-2023,12:15:00,12:15:00,0,,"['Thionville', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75046,10-03-2023,12:20:00,12:20:00,0,,['Longwy']
Nancy,Luxembourg ,TER,88509,10-03-2023,12:30:00,12:30:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,429136,10-03-2023,12:38:00,12:38:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Nancy ,TER,837542,10-03-2023,12:59:00,12:59:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Luxembourg ,TER,88511,10-03-2023,13:30:00,13:30:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,75084,10-03-2023,13:45:00,13:45:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Strasbourg,Paris Est ,OUIGO,7692,10-03-2023,13:52:30,13:52:30,0,,['Paris Est']
Metz Ville,Châlons-en-Champagne ,TER,429098,10-03-2023,14:06:00,14:06:00,0,,"['Onville', 'Lérouville', 'Bar-le-Duc', 'Revigny', 'Vitry-le-François', 'Châlons-en-Champagne']"
Metz Ville,Nancy ,TER,837548,10-03-2023,14:58:00,14:58:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2870,10-03-2023,15:07:00,15:07:00,0,,['Paris Est']
Paris Est,Thionville ,TGV INOUI,2817,10-03-2023,15:14:30,15:14:30,0,,['Thionville']
Metz Ville,Longwy ,TER,75048,10-03-2023,15:20:00,15:20:00,0,,['Longwy']
Metz Ville,Forbach ,TER,23751,10-03-2023,15:38:00,15:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Nancy,Luxembourg ,TER,88515,10-03-2023,15:45:00,15:45:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,88744,10-03-2023,16:03:00,16:03:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,88746,10-03-2023,16:16:00,16:16:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75050,10-03-2023,16:20:00,16:20:00,0,,['Longwy']
Metz Ville,Nancy ,TER,837558,10-03-2023,16:29:00,16:29:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Verdun ,TER,429438,10-03-2023,16:37:00,16:37:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Conflans - Jarny', 'Étain', 'Verdun']"
Thionville,Paris Est ,TGV INOUI,2872,10-03-2023,16:51:00,16:51:00,0,,['Paris Est']
Metz Ville,Luxembourg ,TER,88756,10-03-2023,17:09:00,17:09:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,75086,10-03-2023,17:10:00,17:10:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
