Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Metz Ville,Verdun ,TER,75084,09-03-2023,13:45:00,13:45:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Strasbourg,Paris Est ,OUIGO,7692,09-03-2023,13:52:30,13:52:30,0,,['Paris Est']
Metz Ville,Châlons-en-Champagne ,TER,429098,09-03-2023,14:06:00,14:06:00,0,,"['Onville', 'Lérouville', 'Bar-le-Duc', 'Revigny', 'Vitry-le-François', 'Châlons-en-Champagne']"
Metz Ville,Nancy ,TER,837548,09-03-2023,14:58:00,14:58:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2870,09-03-2023,15:07:00,15:07:00,0,,['Paris Est']
Metz Ville,Longwy ,TER,75048,09-03-2023,15:20:00,15:20:00,0,,['Longwy']
Metz Ville,Forbach ,TER,23751,09-03-2023,15:38:00,15:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Nancy,Luxembourg ,TER,88515,09-03-2023,15:45:00,15:45:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,88746,09-03-2023,16:16:00,16:16:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75050,09-03-2023,16:20:00,16:20:00,0,,['Longwy']
Metz Ville,Nancy ,TER,837558,09-03-2023,16:29:00,16:29:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Verdun ,TER,429438,09-03-2023,16:37:00,16:37:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Luxembourg ,TER,88750,09-03-2023,17:00:00,17:00:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,88756,09-03-2023,17:09:00,17:09:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,75086,09-03-2023,17:10:00,17:10:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Metz Ville,Sarrebourg ,TER,834379,09-03-2023,17:17:00,17:17:00,0,,"['Peltre', 'Courcelles-sur-Nied', 'Sanry-sur-Nied', 'Rémilly', 'Morhange', 'Bénestroff', 'Berthelming', 'Sarrebourg']"
Metz Ville,Longwy ,TER,75052,09-03-2023,17:20:00,17:20:00,0,,['Longwy']
Metz Ville,Paris Est ,TGV INOUI,2680,09-03-2023,17:25:00,17:25:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Metz Ville,Forbach ,TER,23757,09-03-2023,17:33:00,17:33:00,0,,"['Rémilly', 'Faulquemont', 'Teting', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Metz Ville,Nancy ,TER,837566,09-03-2023,17:39:00,17:39:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Paris Est,Strasbourg ,OUIGO,7693,09-03-2023,18:04:00,18:04:00,0,,['Strasbourg']
Metz Ville,Forbach ,TER,23753,09-03-2023,18:13:00,18:13:00,0,,"['Rémilly', 'Herny', 'Faulquemont', 'Teting', 'Saint-Avold', 'Béning', 'Forbach']"
Metz Ville,Sarrebourg ,TER,834367,09-03-2023,18:17:00,18:17:00,0,,"['Peltre', 'Courcelles-sur-Nied', 'Sanry-sur-Nied', 'Rémilly', 'Morhange', 'Bénestroff', 'Berthelming', 'Sarrebourg']"
Metz Ville,Longwy ,TER,75054,09-03-2023,18:20:00,18:20:00,0,,['Longwy']
Metz Ville,Verdun ,TER,833486,09-03-2023,18:21:00,18:21:00,0,,"['Onville', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Sarreguemines ,TER,834859,09-03-2023,18:34:00,18:34:00,0,,"['Faulquemont', 'Saint-Avold', 'Béning', 'Farschviller', 'Sarreguemines']"
Metz Ville,Verdun ,TER,75088,09-03-2023,18:55:00,18:55:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Strasbourg,Metz Ville ,TER,830308,09-03-2023,19:19:00,19:19:00,0,,[]
Luxembourg (CFL),Paris Est ,TGV INOUI,2886,09-03-2023,19:44:00,19:44:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Metz Ville,Longwy ,TER,75056,09-03-2023,20:26:00,20:26:00,0,,['Longwy']
Metz Ville,Nancy ,TER,837584,09-03-2023,20:35:00,20:35:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Metz Ville,Nancy ,TER,429086,09-03-2023,22:25:00,22:25:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Marbache', 'Pompey', 'Frouard', 'Champigneulles', 'Nancy']"
Metz Ville,Longwy ,TER,75058,09-03-2023,22:37:00,22:37:00,0,,['Longwy']
Metz Ville,Luxembourg ,TER,429147,09-03-2023,22:46:00,22:46:00,0,,"['Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,429158,10-03-2023,04:18:00,04:18:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Luxembourg (CFL)']"
Metz Ville,Forbach ,TER,23723,10-03-2023,05:38:00,05:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Metz Ville,Verdun ,TER,833484,10-03-2023,05:55:00,05:55:00,0,,"['Onville', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Luxembourg ,TER,88708,10-03-2023,06:04:00,06:04:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Luxembourg ,TER,88710,10-03-2023,06:29:00,06:29:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75040,10-03-2023,06:35:00,06:35:00,0,,['Longwy']
Metz Ville,Luxembourg ,TER,88712,10-03-2023,06:43:00,06:43:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Thionville,Nancy ,TER,837695,10-03-2023,06:58:30,06:58:30,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Nancy,Luxembourg ,TER,88501,10-03-2023,07:00:00,07:00:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,75082,10-03-2023,07:08:00,07:08:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Metz Ville,Luxembourg ,TER,88714,10-03-2023,07:13:00,07:13:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Lorraine TGV ,SNCF,68134,10-03-2023,07:15:00,07:15:00,0,,['Lorraine TGV']
Luxembourg (CFL),Paris Est ,TGV INOUI,2854,10-03-2023,07:24:00,07:24:00,0,,['Paris Est']
Nancy,Luxembourg ,TER,88503,10-03-2023,07:30:00,07:30:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Sarreguemines ,TER,834851,10-03-2023,07:34:00,07:34:00,0,,"['Faulquemont', 'Saint-Avold', 'Béning', 'Farschviller', 'Sarreguemines']"
Metz Ville,Forbach ,TER,23729,10-03-2023,07:38:00,07:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Luxembourg (CFL),Nancy ,TER,88622,10-03-2023,08:05:00,08:05:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Dieulouard', 'Marbache', 'Pompey', 'Frouard', 'Nancy']"
Metz Ville,Nancy ,TER,837524,10-03-2023,08:30:00,08:30:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Longwy ,TER,75042,10-03-2023,08:38:00,08:38:00,0,,['Longwy']
Metz Ville,Saarbrücken - Hauptbahnhof ,TER,88831,10-03-2023,08:38:00,08:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach', 'Saarbrücken - Hauptbahnhof']"
Metz Ville,Luxembourg ,TER,88722,10-03-2023,08:47:00,08:47:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Paris Est,Luxembourg ,TGV INOUI,2801,10-03-2023,08:59:00,08:59:00,0,,"['Thionville', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75044,10-03-2023,09:20:00,09:20:00,0,,['Longwy']
Metz Ville,Forbach ,TER,23733,10-03-2023,09:38:00,09:38:00,0,,"['Rémilly', 'Faulquemont', 'Saint-Avold', 'Béning', 'Forbach']"
Metz Ville,Luxembourg ,TER,88730,10-03-2023,10:29:00,10:29:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Luxembourg (CFL),Nancy ,TER,88520,10-03-2023,10:33:00,10:33:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Verdun ,TER,429128,10-03-2023,10:38:00,10:38:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Hatrize', 'Conflans - Jarny', 'Étain', 'Verdun']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2864,10-03-2023,11:08:30,11:08:30,0,,['Paris Est']
Metz Ville,Nancy ,TER,837536,10-03-2023,11:28:00,11:28:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Paris Est,Luxembourg ,TGV INOUI,2815,10-03-2023,12:15:00,12:15:00,0,,"['Thionville', 'Luxembourg (CFL)']"
Metz Ville,Longwy ,TER,75046,10-03-2023,12:20:00,12:20:00,0,,['Longwy']
Nancy,Luxembourg ,TER,88509,10-03-2023,12:30:00,12:30:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,429136,10-03-2023,12:38:00,12:38:00,0,,"['Hagondange', 'Rombas - Clouange', 'Moyeuvre-Grande', 'Jœuf', 'Homécourt', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Nancy ,TER,837542,10-03-2023,12:59:00,12:59:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9135,09-03-2023,13:35:00,13:35:00,0,,['St Pancras International']
St Pancras International,Amsterdam Centraal ,Eurostar,9126,09-03-2023,13:39:00,13:39:00,0,,"['Bruxelles-Midi - Brussel-Zuid', 'Rotterdam Centraal', 'Amsterdam Centraal']"
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9141,09-03-2023,15:30:00,15:30:00,0,,['St Pancras International']
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9132,09-03-2023,15:37:00,15:37:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Amsterdam Centraal,St Pancras International ,Eurostar,9145,09-03-2023,16:35:00,16:35:00,0,,['St Pancras International']
Bruxelles-Midi - Brussel-Zuid,Montpellier Saint-Roch ,TGV INOUI,9836,09-03-2023,17:03:00,17:03:00,0,,"['Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9142,09-03-2023,17:30:00,17:30:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9153,09-03-2023,18:36:00,18:36:00,0,,['St Pancras International']
Marseille - Saint-Charles,Bruxelles-Midi - Brussel-Zuid ,TGV INOUI,9868,09-03-2023,20:09:30,20:09:30,0,,['Bruxelles-Midi - Brussel-Zuid']
Amsterdam Centraal,St Pancras International ,Eurostar,9167,09-03-2023,21:34:00,21:34:00,0,,['St Pancras International']
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9158,09-03-2023,22:12:00,22:12:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Dunkerque,Paris Nord ,TGV INOUI,7208,10-03-2023,07:40:00,07:40:00,0,,"['Arras', 'Paris Nord']"
Paris Nord,Boulogne-Ville ,TGV INOUI,7551,10-03-2023,08:15:00,08:15:00,0,,"['Calais - Fréthun', 'Boulogne-Ville']"
Paris Nord,Dunkerque ,TGV INOUI,7251,10-03-2023,08:20:00,08:20:00,0,,['Dunkerque']
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9117,10-03-2023,09:31:00,09:31:00,0,,['St Pancras International']
Lille Europe,Boulogne-Ville ,TER,844411,10-03-2023,09:55:00,09:55:00,0,,"['Calais - Fréthun', 'Boulogne-Ville']"
Boulogne-Ville,Paris Nord ,TGV INOUI,7516,10-03-2023,10:51:30,10:51:30,0,,"['Arras', 'Paris Nord']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9116,10-03-2023,11:37:00,11:37:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Paris Nord,Dunkerque ,TGV INOUI,7265,10-03-2023,12:20:00,12:20:00,0,,['Dunkerque']
Boulogne-Ville,Paris Nord ,TGV INOUI,7520,10-03-2023,13:03:00,13:03:00,0,,"['Douai', 'Arras', 'Paris Nord']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86049,09-03-2023,13:21:00,13:21:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Marseille - Saint-Charles ,TER,17486,09-03-2023,13:25:00,13:25:00,0,,"['Nice Saint-Augustin', 'Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Les Arcs - Draguignan', 'Toulon', 'Marseille - Saint-Charles']"
Ventimiglia - Stazione,Grasse ,TER,86038,09-03-2023,13:43:30,13:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86051,09-03-2023,13:50:00,13:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86044,09-03-2023,14:43:30,14:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86057,09-03-2023,14:50:00,14:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Tende ,TER,22995,09-03-2023,14:58:00,14:58:00,0,,"['Nice Pont Michel', 'L\'Ariane - La Trinité"", \'links\': [], \'coord\': {\'lat\': \'43.734399\', \'lon\': \'7.302478\'}, \'label\': ""L\'Ariane - La Trinité (La Trinité)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87751529:Train\'', 'La Trinité Victor', 'Drap - Cantaron', 'Halte de Fontanil - Lycée de Drap', 'Peillon - Sainte-Thècle', 'Peille', 'L\'Escarène"", \'links\': [], \'coord\': {\'lat\': \'43.839743\', \'lon\': \'7.351779\'}, \'label\': ""L\'Escarène (L\'Escarène)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756809:Train\'', 'Touët-de-l\'Escarène"", \'links\': [], \'coord\': {\'lat\': \'43.847073\', \'lon\': \'7.36437\'}, \'label\': ""Touët-de-l\'Escarène (Touët-de-l\'Escarène)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756817:Train\'', 'Sospel', 'Breil-sur-Roya', 'Fontan - Saorge', 'Saint-Dalmas de Tende', 'La Brigue', 'Tende']"
Nice,Paris - Gare de Lyon - Hall 1 & 2 ,OUIGO,7856,09-03-2023,15:02:00,15:02:00,0,,"['Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Toulon', 'Aix-en-Provence TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Ventimiglia - Stazione,Cannes ,TER,86046,09-03-2023,15:14:00,15:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Grasse ,TER,86050,09-03-2023,15:43:30,15:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86061,09-03-2023,15:50:00,15:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6168,09-03-2023,16:01:00,16:01:00,0,,"['Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Toulon', 'Marseille - Saint-Charles', 'Paris - Gare de Lyon - Hall 1 & 2']"
Ventimiglia - Stazione,Grasse ,TER,86052,09-03-2023,16:14:00,16:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Nice,Ventimiglia - Stazione ,TER,86055,09-03-2023,16:33:00,16:33:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Grasse,Ventimiglia - Stazione ,TER,86065,09-03-2023,16:50:00,16:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86056,09-03-2023,17:13:30,17:13:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86073,09-03-2023,17:34:00,17:34:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Grasse,Ventimiglia - Stazione ,TER,86071,09-03-2023,17:50:00,17:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86062,09-03-2023,18:14:00,18:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86075,09-03-2023,18:20:00,18:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86064,09-03-2023,18:44:00,18:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86077,09-03-2023,18:50:00,18:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Cannes ,TER,86066,09-03-2023,19:14:30,19:14:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Grasse,Ventimiglia - Stazione ,TER,86081,09-03-2023,19:20:00,19:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86070,09-03-2023,19:44:00,19:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Ventimiglia - Stazione,Cannes ,TER,86072,09-03-2023,20:14:00,20:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Cannes ,TER,86074,09-03-2023,20:44:00,20:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
