Provenance,Destination,Train,Numéro,Jour,Arrivée (réelle),Arrivée (prévue),Retard (min),Cause,Arrêts
Nîmes Centre,Toulouse Matabiau ,TER,876205,10-03-2023,06:10:30,06:10:30,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne', 'Lézignan-Corbières', 'Carcassonne', 'Bram', 'Castelnaudary', 'Avignonet', 'Villefranche-de-Lauragais', 'Villenouvelle', 'Baziège', 'Montlaur', 'Escalquens', 'Labège - Village', 'Labège - Innopole', 'Montaudran', 'Toulouse Matabiau']"
Narbonne,Marseille - Saint-Charles ,TER,876532,10-03-2023,06:33:30,06:33:30,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Nîmes Centre,Port-Bou ,TER,86969,10-03-2023,06:47:00,06:47:00,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Nîmes Centre,Sète ,TER,876321,10-03-2023,06:55:30,06:55:30,0,,"['Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète']"
Narbonne,Avignon Centre ,TER,876402,10-03-2023,07:09:00,07:09:00,0,,"['Narbonne', 'Béziers', 'Vias', 'Agde', 'Marseillan Plage', 'Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Nîmes Centre,Narbonne ,TER,876601,10-03-2023,07:25:00,07:25:00,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète', 'Marseillan Plage', 'Agde', 'Vias', 'Béziers', 'Coursan', 'Narbonne']"
Narbonne,Lunel ,TER,876102,10-03-2023,07:26:30,07:26:30,0,,"['Narbonne', 'Coursan', 'Béziers', 'Vias', 'Agde', 'Marseillan Plage', 'Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Saint-Aunès', 'Baillargues', 'Lunel-Viel', 'Lunel']"
Narbonne,Marseille - Saint-Charles ,TER,876534,10-03-2023,07:34:30,07:34:30,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Arles', 'Saint-Martin-de-Crau', 'Miramas', 'Vitrolles - Aéroport Marseille Provence', 'Marseille - Saint-Charles']"
Avignon Centre,Sète ,TER,876301,10-03-2023,07:39:00,07:39:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Avignon Centre,Narbonne ,TER,876405,10-03-2023,07:47:00,07:47:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Sète,Avignon Centre ,TER,876304,10-03-2023,07:55:30,07:55:30,0,,"['Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Gallargues', 'Vergèze - Codognan', 'Uchaud', 'Milhaud', 'Saint-Césaire', 'Nîmes Centre', 'Avignon Centre']"
Narbonne,Avignon Centre ,TER,876404,10-03-2023,08:09:00,08:09:00,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Carcassonne,Nîmes Centre ,TER,876225,10-03-2023,08:27:30,08:27:30,0,,"['Carcassonne', 'Lézignan-Corbières', 'Narbonne', 'Coursan', 'Béziers', 'Vias', 'Agde', 'Marseillan Plage', 'Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre']"
Lunel,Sète ,TER,876337,10-03-2023,08:32:30,08:32:30,0,,"['Lunel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Avignon Centre,Perpignan ,TER,876407,10-03-2023,08:47:30,08:47:30,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan']"
Avignon Centre,Montpellier Saint-Roch ,TER,876303,10-03-2023,08:58:00,08:58:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch']"
Sète,Lunel ,TER,876336,10-03-2023,09:05:00,09:05:00,0,,"['Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel']"
Cerbère,Nîmes Centre ,TER,876406,10-03-2023,09:09:00,09:09:00,0,,"['Cerbère', 'Banyuls-sur-Mer', 'Port-Vendres', 'Collioure', 'Argelès-sur-Mer', 'Elne', 'Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre']"
Nîmes Centre,Narbonne ,TER,876607,10-03-2023,09:22:00,09:22:00,0,,"['Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Sète,Montpellier Saint-Roch ,TER,876334,10-03-2023,09:29:30,09:29:30,0,,"['Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch']"
Cerbère,Montpellier Saint-Roch ,TER,876604,10-03-2023,09:35:00,09:35:00,0,,"['Cerbère', 'Banyuls-sur-Mer', 'Port-Vendres', 'Collioure', 'Argelès-sur-Mer', 'Elne', 'Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch']"
Avignon Centre,Narbonne ,TER,876409,10-03-2023,09:49:00,09:49:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne']"
Narbonne,Avignon Centre ,TER,876408,10-03-2023,10:04:30,10:04:30,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Lunel,Sète ,TER,876341,10-03-2023,10:35:00,10:35:00,0,,"['Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch', 'Frontignan', 'Sète']"
Avignon Centre,Port-Bou ,TER,86983,10-03-2023,10:47:00,10:47:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4758,10-03-2023,11:03:00,11:03:00,0,,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Marmande', 'Bordeaux Saint-Jean']"
Narbonne,Avignon Centre ,TER,876412,10-03-2023,11:09:00,11:09:00,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Saint-Roch ,TGV INOUI,6221,10-03-2023,11:14:00,11:14:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
Sète,Lunel ,TER,876342,10-03-2023,11:36:00,11:36:00,0,,"['Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch', 'Saint-Aunès', 'Baillargues', 'Valergues - Lansargues', 'Lunel']"
Lunel,Sète ,TER,876349,10-03-2023,12:42:00,12:42:00,0,,"['Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch', 'Villeneuve-lès-Maguelone', 'Vic - Mireval', 'Frontignan', 'Sète']"
Avignon Centre,Port-Bou ,TER,86985,10-03-2023,12:48:00,12:48:00,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Perpignan,Avignon Centre ,TER,876414,10-03-2023,13:09:00,13:09:00,0,,"['Perpignan', 'Rivesaltes', 'Salses', 'Leucate la Franqui', 'Port-la-Nouvelle', 'Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Paris - Gare de Lyon - Hall 1 & 2,Barcelona Sants ,TGV INOUI,9713,10-03-2023,13:13:00,13:13:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Perpignan', 'Figueres - Vilafant', 'Girona/Gerona', 'Barcelona Sants']"
Paris - Gare de Lyon - Hall 1 & 2,Montpellier Saint-Roch ,TGV INOUI,6033,10-03-2023,13:13:00,13:13:00,0,,"['Paris - Gare de Lyon - Hall 1 & 2', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch']"
Narbonne,Montpellier Saint-Roch ,TER,876108,10-03-2023,13:30:00,13:30:00,0,,"['Narbonne', 'Coursan', 'Béziers', 'Vias', 'Agde', 'Marseillan Plage', 'Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch']"
Avignon Centre,Montpellier Saint-Roch ,TER,876307,10-03-2023,13:41:30,13:41:30,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Saint-Césaire', 'Vergèze - Codognan', 'Lunel', 'Lunel-Viel', 'Valergues - Lansargues', 'Baillargues', 'Saint-Aunès', 'Montpellier Saint-Roch']"
Lyon Part Dieu,Toulouse Matabiau ,TGV INOUI,6823,10-03-2023,14:03:00,14:03:00,0,,"['Lyon Part Dieu', 'Valence TGV Rhône-Alpes Sud', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau']"
Narbonne,Avignon Centre ,TER,876416,10-03-2023,14:09:00,14:09:00,0,,"['Narbonne', 'Béziers', 'Agde', 'Sète', 'Frontignan', 'Montpellier Saint-Roch', 'Baillargues', 'Lunel', 'Vergèze - Codognan', 'Nîmes Centre', 'Nîmes Pont-du-Gard', 'Beaucaire', 'Tarascon', 'Avignon Centre']"
Sète,Montpellier Saint-Roch ,TER,876350,10-03-2023,14:38:00,14:38:00,0,,"['Sète', 'Frontignan', 'Vic - Mireval', 'Villeneuve-lès-Maguelone', 'Montpellier Saint-Roch']"
Avignon Centre,Port-Bou ,TER,86987,10-03-2023,14:47:30,14:47:30,0,,"['Avignon Centre', 'Tarascon', 'Beaucaire', 'Nîmes Pont-du-Gard', 'Nîmes Centre', 'Vergèze - Codognan', 'Lunel', 'Baillargues', 'Montpellier Saint-Roch', 'Frontignan', 'Sète', 'Agde', 'Béziers', 'Narbonne', 'Port-la-Nouvelle', 'Leucate la Franqui', 'Salses', 'Rivesaltes', 'Perpignan', 'Elne', 'Argelès-sur-Mer', 'Collioure', 'Port-Vendres', 'Banyuls-sur-Mer', 'Cerbère', 'Port-Bou']"
Marseille - Saint-Charles,Bordeaux Saint-Jean ,Intercités,4762,10-03-2023,15:02:00,15:02:00,0,,"['Marseille - Saint-Charles', 'Nîmes Centre', 'Montpellier Saint-Roch', 'Béziers', 'Narbonne', 'Carcassonne', 'Toulouse Matabiau', 'Montauban Ville Bourbon', 'Agen', 'Bordeaux Saint-Jean']"
Longwy,Nancy ,TER,429074,09-03-2023,15:25:00,15:25:00,0,,"['Longwy', 'Longuyon', 'Baroncourt', 'Conflans - Jarny', 'Onville', 'Pont-à-Mousson', 'Nancy']"
Mirecourt,Nancy ,TER,35014,09-03-2023,15:40:00,15:40:00,0,,"['Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837548,09-03-2023,15:45:00,15:40:00,5,Travaux sur les voies,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Vittel,Nancy ,TER,35128,09-03-2023,15:50:00,15:50:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Lunéville,Bar-le-Duc ,TER,833608,09-03-2023,16:29:30,16:29:30,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Mirecourt,Nancy ,TER,35146,09-03-2023,16:40:00,16:40:00,0,,"['Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837558,09-03-2023,17:10:00,17:10:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836228,09-03-2023,17:22:00,17:22:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Longwy,Nancy ,TER,429250,09-03-2023,17:25:00,17:25:00,0,,"['Longwy', 'Longuyon', 'Baroncourt', 'Conflans - Jarny', 'Onville', 'Pont-à-Mousson', 'Nancy']"
Lunéville,Toul ,TER,833662,09-03-2023,17:29:00,17:29:00,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Champigneulles', 'Liverdun', 'Toul']"
Mirecourt,Nancy ,TER,35018,09-03-2023,17:40:00,17:40:00,0,,"['Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Strasbourg,Paris Est ,TER,839172,09-03-2023,17:43:00,17:43:00,0,,"['Strasbourg', 'Saverne', 'Sarrebourg', 'Lunéville', 'Nancy', 'Toul', 'Commercy', 'Bar-le-Duc', 'Vitry-le-François', 'Châlons-en-Champagne', 'Épernay', 'Dormans', 'Château-Thierry', 'Paris Est']"
Paris Est,Nancy ,TGV INOUI,2513,09-03-2023,17:44:00,17:44:00,0,,"['Paris Est', 'Champagne-Ardenne TGV', 'Nancy']"
Vittel,Nancy ,TER,35130,09-03-2023,17:45:00,17:45:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Lunéville,Bar-le-Duc ,TER,833612,09-03-2023,18:29:00,18:29:00,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy', 'Frouard', 'Liverdun', 'Toul', 'Commercy', 'Bar-le-Duc']"
Metz Ville,Nancy ,TER,837566,09-03-2023,18:35:30,18:35:30,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836232,09-03-2023,18:39:00,18:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Martigny-les-Bains Abri Rue Abbé Thiébaut,Nancy ,TER,35020,09-03-2023,18:53:00,18:53:00,0,,"['Martigny-les-Bains Abri Rue Abbé Thiébaut', 'Martigny-les-Bains Collège', 'Contrexéville', 'Vittel', 'Haréville-sous-Montfort Centre', 'Rémoncourt Route Principale', 'Hymont Mairie', 'Mattaincourt La Poste', 'Mirecourt Lycée Agricole', 'Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Neufchâteau,Nancy ,TER,35243,09-03-2023,19:01:00,19:01:00,0,,"['Neufchâteau', 'Neufchâteau Hôpital', 'Soulosse Route Nationale', 'Martigny-Les-Gerbonvaux Centre', 'Autreville Centre', 'Colombey-les-Belles Mairie', 'Toul', 'Nancy']"
Saint-Dié-des-Vosges,Nancy ,TER,834156,09-03-2023,19:10:00,19:10:00,0,,"['Saint-Dié-des-Vosges', 'Étival-Clairefontaine', 'Raon-l\'Étape"", \'links\': [], \'coord\': {\'lat\': \'48.403947\', \'lon\': \'6.837042\'}, \'label\': ""Raon-l\'Étape (Raon-l\'Étape)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87144626:Train\'', 'Baccarat', 'Saint-Clément - Laronxe', 'Lunéville', 'Nancy']"
Paris Est,Remiremont ,TGV INOUI,2573,09-03-2023,19:48:00,19:48:00,0,,"['Paris Est', 'Meuse TGV', 'Nancy', 'Épinal', 'Remiremont']"
Paris Est,Saint-Dié-des-Vosges ,TGV INOUI,2593,09-03-2023,19:48:00,19:48:00,0,,"['Paris Est', 'Meuse TGV', 'Nancy', 'Saint-Dié-des-Vosges']"
Vittel,Nancy ,TER,35132,09-03-2023,19:50:00,19:50:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Vittel,Nancy ,TER,35026,09-03-2023,20:46:00,20:46:00,0,,"['Vittel', 'Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Metz Ville,Nancy ,TER,837584,09-03-2023,21:32:30,21:32:30,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Metz Ville,Nancy ,TER,429086,10-03-2023,00:12:00,00:12:00,0,,"['Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Marbache', 'Pompey', 'Frouard', 'Champigneulles', 'Nancy']"
Vittel,Nancy ,TER,35140,10-03-2023,06:46:00,06:46:00,0,,"['Vittel', 'Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Lunéville,Metz Ville ,TER,835190,10-03-2023,06:58:00,06:58:00,0,,"['Lunéville', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Nancy', 'Pont-à-Mousson', 'Pagny-sur-Moselle', 'Metz Ville']"
Pont-Saint-Vincent,Nancy ,TER,836202,10-03-2023,07:08:00,07:08:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Bar-le-Duc,Lunéville ,TER,833605,10-03-2023,07:25:00,07:25:00,0,,"['Bar-le-Duc', 'Nançois - Tronville', 'Lérouville', 'Commercy', 'Pagny-sur-Meuse', 'Foug', 'Toul', 'Fontenoy-sur-Moselle', 'Liverdun', 'Champigneulles', 'Nancy', 'Jarville-la-Malgrange', 'Laneuveville-devant-Nancy', 'Varangéville - Saint-Nicolas', 'Dombasle-sur-Meurthe', 'Rosières-aux-Salines', 'Blainville - Damelevières', 'Mont-sur-Meurthe', 'Lunéville']"
Lunéville,Nancy ,TER,835074,10-03-2023,07:26:30,07:26:30,0,,"['Lunéville', 'Mont-sur-Meurthe', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Laneuveville-devant-Nancy', 'Jarville-la-Malgrange', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836204,10-03-2023,07:39:00,07:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Mirecourt,Nancy ,TER,35000,10-03-2023,07:40:00,07:40:00,0,,"['Mirecourt', 'Poussay Rue de Mirecourt', 'Diarville - Place du Docteur Midon', 'Praye-sous-Vaudemont PN', 'Tantonville Ligneville', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Thionville,Nancy ,TER,837695,10-03-2023,07:40:00,07:40:00,0,,"['Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Vittel,Nancy ,TER,35138,10-03-2023,07:40:00,07:40:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Lunéville,Nancy ,TER,835076,10-03-2023,07:58:00,07:58:00,0,,"['Lunéville', 'Blainville - Damelevières', 'Rosières-aux-Salines', 'Dombasle-sur-Meurthe', 'Varangéville - Saint-Nicolas', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836208,10-03-2023,08:39:00,08:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Vittel,Nancy ,TER,35120,10-03-2023,08:40:00,08:40:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Paris Est,Nancy ,TGV INOUI,2501,10-03-2023,08:44:00,08:44:00,0,,"['Paris Est', 'Champagne-Ardenne TGV', 'Nancy']"
Damblain Eglise,Nancy ,TER,35002,10-03-2023,08:53:00,08:53:00,0,,"['Damblain Eglise', 'Rozières-sur-Mouzon', 'Lamarche', 'Lamarche Centre', 'Martigny-les-Bains Abri Rue Abbé Thiébaut', 'Martigny-les-Bains', 'Contrexéville', 'Vittel', 'Hymont Mairie', 'Mattaincourt La Poste', 'Mirecourt Lycée Agricole', 'Mirecourt', 'Poussay Rue de Mirecourt', 'Diarville - Place du Docteur Midon', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
Luxembourg (CFL),Nancy ,TER,88622,10-03-2023,09:02:00,09:02:00,0,,"['Luxembourg (CFL)', 'Howald', 'Bettembourg', 'Thionville', 'Uckange', 'Hagondange', 'Metz Ville', 'Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Dieulouard', 'Marbache', 'Pompey', 'Frouard', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836210,10-03-2023,09:09:00,09:09:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Metz Ville,Nancy ,TER,837524,10-03-2023,09:10:00,09:10:00,0,,"['Metz Ville', 'Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Vittel,Nancy ,TER,35122,10-03-2023,10:30:00,10:30:00,0,,"['Vittel', 'Contrexéville', 'Nancy']"
Pont-Saint-Vincent,Nancy ,TER,836214,10-03-2023,10:39:00,10:39:00,0,,"['Pont-Saint-Vincent', 'Neuves-Maisons', 'Messein', 'Ludres', 'Houdemont', 'Jarville-la-Malgrange', 'Nancy']"
Mirecourt,Nancy ,TER,35142,10-03-2023,10:40:00,10:40:00,0,,"['Mirecourt', 'Poussay Rue de Mirecourt', 'Vézelise Beauregard', 'Ceintrey Eglise', 'Nancy']"
